,Date,Title,Link,Director,Cast,Production,Reception,Plot,Writer,Music Director,Cinematographer,Reception Sentiment,Month,Reception Score,TSNE-2D-one,TSNE-2D-two
55,2023-04-07,16 August 1947,/wiki/16_August_1947,N. S. Ponkumar,"Gautham Karthik, Revathy Sharma,Jason Shah",AR Murugadoss Productions,"Bhuvanesh Chandar forThe Hinduwrote ""The film never redeems itself from these issues and that's the biggest problem withAugust 16, 1947: the freedom fight that is meant to be the very purpose of this story is nothing but the result of one man's glorious clarion call of a speech, and the course of action that they do isn't clever enough either.""[6]Saibal ChatterjeeforNDTVrated 1 star out of 5 stars and wrote ""It seems to have been written in haste and staged without much thought. The storyline is a maze, the characters are riddled with contradictions and the general tone of the drama is beyond shrill.""[7]","The film is set during 1947 and revolves around the lives of people in a village named Sengadu, near Puliyangudi. The village is under the control of a cruel British officer Robert (Richard Ashton) who along with his son Justin (Jason Shah) troubles the local people. Sengadu is known for its high-quality cotton cultivation and the poor local people are made to work hard by Robert under worst conditions. Justin is a womaniser and takes away several girls often from the village. In fact, many villagers conduct honour killing to safeguard their women when Justin sets an eye on them. Paraman (Gautham Karthik) belongs to Sengadu, but is closely associated with the local Zamindar (Madhusudhan Rao). The Zamindar is hated by the villagers as he is of no help and he just obeys the orders of Robert in order to hold his wealth and power. Paraman has a hatred towards the villagers because he believes that the villagers are responsible for his mother’s death as no one came forward to help her save from the Britishers several years ago which led to her suicide.",N. S. Ponkumar,Sean Roldan,Selvakumar S. K.,0.1481,4,3,3.334717,5.013647
56,2023-04-07,Burqa,/wiki/Burqa_(2023_film),Sarjun KM,"Kalaiyarasan,Mirnaa Menon,G. M. Kumar",SKLS Galaxy Mall,"Chandhini R critic ofCinema Expresswrote that ""Burqais a film that not just creates room for a discussion on progressiveness and liberation, but also reflects on the hard-hitting reality of how it is not easy to change or rather accept change"" and gave 3 stars out of 5.[4]Gopinath Rajendran critic ofThe Hindusaid ""The change in tones and the intensity of fieriness in the words exchanged between them, though not exactly coherent, break the monotony of Burqa which could’ve easily slid into the ‘this meeting could’ve been an e-mail’ category.""[5]Haricharan Pudipeddi critic ofHindustan Timesstated that ""Unlike most Tamil films, Burqa plays out like a conversational drama and it works beautifully in the film’s favour. Even though the film discusses issues like religion, faith and cultural practices among others, it never feels it’s trying hard to leave an impact"".[6]OTTplaycritic noted that ""Burqa is one of those films that reminds you that one doesn't have to be strong to brace through the loss of a loved one. You can be weak; feel powerless and still, move on with life. The process, in itself, will empower you. Amid mediocre big-budget films that choke theatres every Friday, I'm glad that I caught Burqa, which provided me with a sense of fulfilment"" and gave 4 out 5 stars[7]","Burqa,[2]is set against the backdrop of a Muslim ritual that revolves around 21-year-old recently widowed Najma (Mirnaa),[3]who meets an injured stranger, Surya (Kalaiyarasan), under unlikely circumstances. Najma, who is a nurse by education, was married two months ago through arranged marriage. Her husband is a nice man who warms up to her and they start to like each other. They plan for their honeymoon to consummate their wedding, but the husband dies in a road accident. She is put in amourning period for 3 monthswhere she should not meet any other man. On a night in the second week of the mourning period, she is alone in her house when an injured man Surya knocks on her door. Grudgingly she tends to him and realizes that he is a goon for a Hindu fanatic party. She refuses to show her face to him, and Surya is forced to stay in for two days due to curfew outside. They have a long discussion about religion, gender and equality.",,Sivatmikha,Balamurugan,0.95,4,5,-1.7419827,8.656623
57,2023-04-07,Ithu Kathaiyalla Nijam,,Kannan Rajamanickam,"Santhosh Saravanan,Sunu Lakshmi,Jagan",Kala Theatres,,,,,,,4,5,-11.056773,-3.0044444
58,2023-04-07,Munthiri Kaadu,/wiki/Munthirikkaadu,Kalanjiyam,"Pugazh Mahenthiran, Subhapriya Malar,Seeman",Aathi Thirakkalam,"A critic formAnanda Vikatanwrote that ""'Munthirikkaadu' would have been a noteworthy work of the times if more attention had been paid to the screenplay and character design, and if the caste dominance in a village had been analyzed in depth and incorporated into the screenplay"".[4]Yvani Critic ofABP Newsstated that ""Had the point been made a little more emphatically, Mundrikkadu film would have attracted many people's attention."" and gave 1.5 ratings out of 5.[5]",,KalanjiyamImayam,A. K. Priyan,,0.1027,4,3,-0.26512086,3.1241016
59,2023-04-07,Racer,/wiki/Racer_(film),Satz Rex,"Akil Santosh, Lavanya, Aaru Bala",Hustlers Entertainment,"The film was released on 7 April 2023 in Tamilnadu. A critic fromDina Thanthiwrote that ""The presence of real bike race players adds strength to the story.""[6]Jayabhuvaneshwari B, a critic ofCinema Expressstated that ""Another plus point of the film is that it does not promote illegal street racing in any way."" and gave 2.5 stars out of 5.[7]Logesh Balachandran, a critic fromTimes of Indiagave 2.5 stars out of 5 and noted that ""The technical aspects complement the story well, delivering a neat film. Racer does manage to finish decently, but isn't powerful enough to leave a lasting impact on the audience.""[8]Manigandan KR ofSouth Firstgave the movie a 2.5 of 5 star rating and stated that ""Two factors play a significant role in ensuring this. First is the narration. The director presents the background of the story as a first-person account and that makes it easier for audiences to relate to the story.""[9]AMaalai Malarcritic gave it a 3 out of 5 star rating.[10]",,Satz Rex,Barath,Prabhakar,0.8235,4,5,5.2341404,4.8344073
60,2023-04-07,Thalaikkavasamum 4 Nanbargalum,/wiki/Thalaikkavasamum_4_Nanbargalum,V. M. Rathnavel,"Ananth Nag, Swetha Dorathy,O. A. K. Sundar",Team Productions,"The film was released on 6 April 2023 across Tamil Nadu. Reviewing the film, a critic fromDina Thanthiwrote that the intentions of the director can be ""praised"", and delivered particular credit to Ananth Nag's portrayal of a slum dweller.[6]A reviewer fromMaalai Malaralso credited the director for making the film on a Chennai-based youngster ""engaged in hard work, rather than waywardness"".[7]Other reviewers, including fromNews7 Tamil, gave the film middling reviews.[8]",,,Rajprathop,Seenuathitya,0.8176,4,5,5.908325,-0.9493195
61,2023-04-07,Yevan,,K. M. Durai Murugan,"Dhileepan Pugazhendhi, Deepthi Manne,Gana Bala",Sunlight Cinemas,,,,,,,4,5,2.2947676,-7.4694595
62,2023-04-07,Yosi,,Stephen M. Joseph,"Abhay Sankar, Revati Venkat,Urvashi",J&A Prime Productions,,,,,,,4,5,3.9671247,-3.593522
63,2023-04-14,Irandil Ondru Parthuvidu,,Chandana Parthiban,"Agaran, Vishnu Kanth, Ramya Jasmine",Chandana Pictures,,,,,,,4,5,2.8364794,-2.0451763
64,2023-04-14,Ripupbury,/wiki/Ripupbury,Arun Karthik,"Mahendran, Arati Podi,Kaavya Arivumani",A K Productions,"Logesh Balachandran critic ofTimes of indiagave 2.5 out of 5 and stated that ""Master Mahendran delivers a strong performance and his scenes are among the most engaging in the film"".[10]Kalyani Pandiyan S critic ofHindustan Times tamilgave a mixed review.[11]Dina Thanthicritic rote that ""Director Arun Karthik, who has made the entire film with the aim of making people laugh, is also in it"".[12]Maalai Malarcritic gave 3 out of 5 and appreciated the film.[13]A critic fromHindu Tamil Thisaicritic gave a mixed review.[14]Critic fromAnanda Vikatanstated that ""Essentially, the second half is not even the two minutes of excitement that the trailer made it out to be""[15]",,Na. Arun Karthik,Diwacara Thiyagarajan,Thalapathy Ratinam,0.8955,4,5,4.6252537,1.6648515
65,2023-04-14,Rudhran,/wiki/Rudhran,S. Kathiresan,"Raghava Lawrence,R. Sarathkumar,Priya Bhavani Shankar",Five Star Creations,Rudhranreceived mixed to negative reviews from critics.,"Rudhran, anIT professional, lives a happily with his parents Devaraj and Indhira in Chennai. Rudhran falls in love with Ananya, a lab technician, who later reciprocates his feelings. Devaraj, a transport agency owner, helps his friend Das get a loan of₹6 crore from a moneylender Ethiraj, but Das cheats Devaraj by absconding with the loan and Devaraj dies upon learning this. After Rudhran and Ananya get married, Rudhran leaves forLondonto settle the financial issues, Ananya becomes pregnant and gives birth to a  daughter Anya. Ananya and Anya spend time with Rudhran in London. Rudhran tells her to see his mother and Ananya goes back to Chennai.",K. P. Thirumaaran,Songs:G. V. Prakash KumarDharan Kumar(1 song)OfRo(1 song)Score:Sam C. S.,R. D. Rajasekhar,-0.7096,4,1,3.5220933,10.597057
66,2023-04-14,Soppana Sundari,/wiki/Soppana_Sundari,S. G. Charles,"Aishwarya Rajesh,Lakshmi Priyaa Chandramouli,Deepa Shankar",Hamsini Entertainment,"A critic fromABP Nadugave it 2.5 stars out of 5 and stated that ""They go unnoticed due to a slightly sloppy screenplay.""[17]Kalyani Pandiyan S ofHindustan Times Tamilgave it a mixed review.[18]","A financially struggling lower middle-class family wins a car in a raffle draw, then the chaos begins when various parties claim ownership of the car. Unexpected events led to another face dark system.",SG Charles,Songs:Ajmal TahseenScore:Vishal Chandrashekhar,BalamuruganVignesh Rajagopalan,-0.2732,4,2,-6.372843,5.520868
67,2023-04-14,Thiruvin Kural,/wiki/Thiruvin_Kural,Harish Prabhu,"Arulnithi,Aathmika,Bharathiraja",Lyca Productions,"The film received mixed reviews from critics. A reviewer fromDinamalargave the film a rating of 2.75/5 and wrote, ""The director may be confused in making this film as a realistic one or in the commercial format with illogical scenes.""[12]Logesh Balachandran ofThe Times of Indiagave the film a rating of 2.5/5 and wrote, ""A little bit more detailing in the script would have definitely made it an intense thriller similar toKarthi'sNaan Mahaan Alla.""[13]","Thiru, a person with speech and hearing disabilities who has a degree in civil engineering, works with his father Marimuthu, a building contractor. Thiru is an honest and short-tempered person. He lives a happy life and is engaged to his aunt's daughter, Bhavani. One day, a sack of concrete accidentally fell down from a building, and Marimuthu was admitted to a government hospital. Thiru, his sister Chithra, and Bhavani went to the hospital to take care of Marimuthu. When they have to take Marimuthu upstairs, they use the elevator, where they meet Aarumugam, a liftman. Aarumugam tells Thiru to use the stairs to go to a higher floor, while Chithra and Bhavani use the elevator to take Marimuthu to his room. Aarumugam starts to look at Bhavani and Chithra, and after seeing this, Thiru gets angry, but he controls himself.",Harish Prabhu,Sam C. S.,Sinto Poduthas,-0.0258,4,3,3.0617242,-5.8509865
68,2023-04-21,Deiva Machan,/wiki/Deiva_Machan,Martyn Nirmal Kumar,"Vimal, Neha Jha,Pandiarajan",Uday Productions,"A critic fromMaalai Malarstated that ""Director Martin Nirmal Kumar has given Deiva Machan as a family relationship comedy."" and gave 3.25 out of 5 ratings.[11]Logesh Balachandran critic ofThe Times of Indiagave 3 stars out of 5 and wrote that ""Overall, Deiva Machan is an enjoyable comedy that will leave you with a smile on your face. It may not be for everyone, nonetheless, it is a fun and entertaining film that is well worth a watch.""[12]A critic fromCinema Vikatanwrote a review stating, ""Even though there are flaws in the screenplay and the story is predictable, Bala Saravanan and Vimal combo comedy scenes are well worked.""[13]","Thabaal Karthi owns an electronic shop in his hometown ofAyyampalayam, Dindigul. A man named Saattaikkaran will appear in Karthi's dream and say the name of someone who will die soon. Whatever Saattaikkaran says will become true. His sister Kunguma Thaen's marriage proposals always end in obstruction. Finally, they find a bridegroom for her whom she is interested in marrying. But this time Saattaikkaran, in Karthi's dream, said Karthi's brother-in-law would die, so Karthi has to save his brother-in-law. He later realizes that his dream might be targeted towards him, so he has to save himself. Who actually dies forms the rest of the story.",Martyn Nirmal Kumar,Score:AjeshSongs:Godwin J. Kodan,Camil J. Alex,0.9493,4,5,6.380583,2.767782
69,2023-04-21,Jambu Maharishi,,Balaji,"Balaji, Ashmitha Singh,Prabhakar",TVS Films,,,,,,,4,5,-9.083819,0.18299411
70,2023-04-21,Maaveeran Pillai,,KNR Raja,"Vijayalakshmi Veerappan,Radha Ravi, KNR Raja",KNR Movies,,,,,,,4,5,-5.2751412,2.6274924
71,2023-04-21,Yaanai Mugathaan,/wiki/Yaanai_Mugathaan,Rejishh Midhila,"Yogi Babu,Ramesh Thilak,Karunakaran",The Great Indian Cinemas,"Logesh Balachandran ofThe Times of Indiagave the film a rating of 3/5 and wrote, ""AlthoughYaanai Mugathaanreminds us of other films such asArai En 305-il KadavulandVinodhaya Sitham, it successfully manages to keep us engrossed in the world it has created.""[10]Jayabhuvaneshwari B ofCinema Expressgave the film a rating of 2/5, stating, ""While the message is a well-intentioned one, the aimless writing makes the denouement unsatisfying.""[11]","The movie revolves around an ardent Lord Ganesha devotee Ganesan who is also a lazy wastrel, who survives lying and cheating people.  He has only two souls to support, one is his friend Michael who is also a wastrel. The other person is Malli Akka who supports him and his friend with finance and home. One day Lord Ganesha comes before Ganesan and questions his way of life. How Ganesan mends his way and realises life forms rest of the movie.",Rejishh Midhila,Bharath Sankar,Karthik S Nair,0.5859,4,4,-6.770583,1.0757136
72,2023-04-21,Yaathisai,/wiki/Yaathisai,Dharani Rasendran,"Shakti Mithran, Seyon,Guru Somasundaram",Venus Entertainment,"Bhuvanesh Chandar ofThe Hinduwrote a review stating, ""A few narrative stumbles aside, ‘Yaathisai’ is a truly commendable feat that one can look back on for its many positives.""[11]Logesh Balachandran ofThe Times of Indiagave the film a rating of 3/5 and wrote, ""Yaathisaiis appreciable in many ways, and it's a must see for fans of period dramas and people who appreciate well-crafted film.""[12]","The movie begins with a clear disclaimer stating that it is a work of fiction, on the famedPandiyanKingRanadheera Pandiyanand a fictitious clan chief named Kothi from theEinarclan. then the scene opens with an old bald man who is hurriedly walking in the woods with a ten year old boy. The old man narrates the story as the kid is interested to know about Ranadheera Pandiyan, the thenPandyanKing and his famed foe Kothi. The movie unfolds from the narration of the old man. Ranadheera Pandiyan, is a renownedPandyanking who ruled the presentTamilnaduregionSouth Indiacirca CE 670-710, He has successfully defeated manyclansandkingdoms, such as theCheras,Cholas,Pallavas,Kongars, and others, establishing himself as a supreme leader with a vast army and a vast kingdom. Because of his unbridled authority, many tribes and clans resent his rule.",Dharani Rasendran,Chakravarthy,Akilesh Kathamuthu,0.6808,4,5,-5.4373345,-6.394229
73,2023-04-22,Tamilarasan,/wiki/Tamilarasan,Babu Yogeswaran,"Vijay Antony,Suresh Gopi,Remya Nambeesan,Sangeetha",SNS Movies,Tamilarasanreceived mixed reviews from critics.,,Babu Yogeswaran,Ilaiyaraaja,R. D. Rajasekhar,-0.296,4,2,7.035293,-4.049278
74,2023-04-28,Ponniyin Selvan: II,/wiki/Ponniyin_Selvan:_II,Mani Ratnam,"Vikram,Aishwarya Rai Bachchan,Jayam Ravi,Karthi,Trisha",Lyca Productions,The film grossed ₹345 crore and is currently the third highest-grossing Tamil film of 2023 and one of the highest-grossing Tamil films worldwide.[32],"The film opens with a flashback, chronicling the childhood of Nandini andAditha Karikalan. Nandini was raised in a priestly family, and Aditha, training for his future as king, met during Nandini's visit to Pazhayarai. Love sparks at first sight, coinciding with Arulmozhi's horse race victory.Kundavaitries to befriend Nandini, but a playful moment with Aditha leads to Nandini's forced departure from the palace. Kundavai, discovering Nandini's orphan status, forbids her from palace visits. Nandini then deliberately ignores Aditha's attempts to reconnect.",,A. R. Rahman,Ravi Varman,-0.1027,4,3,0.20638336,-3.7215583
75,2023-04-28,Thudikkuthu Pujam,,K. Bhargaviraj,"Raghunath, Bhargaviraj,Kovai Senthil",Good Luck Creations,,,,,,,4,5,-6.120585,3.8412542
76,2023-05-05,Eppodhum Ava Nenaipu,,Rama Manickam,"Rama Manickam,Nellai Siva,Crane Manohar",Manickavel Cine Creations,,,,,,,5,5,3.8691657,1.7104405
77,2023-05-05,Kulasami,/wiki/Kulasami,Saravana Sakthi,"Vimal,Tanya Hope,Bose Venkat",MIK Productions,"Logesh Balachandran ofThe Times of Indiagave the film a rating of 2/5 and wrote, ""Kulasamifails to tell a compelling story that resonates with the audience. For those seeking a thought-provoking exploration of crimes against women, the film's lack of nuance and subtlety may prove disappointing.""[13]A critic fromDinamalargave the film a rating of 2/5, stating, ""The director of the film inspired the story from the2019 Pollachi sexual assault caseand the Professor Nirmala Devi case. Making those incidents into a film might be a very interesting crime thriller that keeps you on the edge of your seat, but this one feels tedious to watch."" They also criticized the titleKulasamiby calling it ""Kulasami-Mudiyala Sami.""[14]","Soora Sangu and his sister Kalaiarasi came to city from village to work as a auto-ricksaw driver while Kalaiselvi aspires to become a doctor. However, tragedy strikes when Kalaiarasi is raped and killed by the men who sexually exploits women. Devastated, Soora Sangu turns into a vigilante to avenge Kalaiarasi's death and saves women from being sexually exploited. The rest of the film focus how Soora Sangu avenge his sister's death.",Saravana SakthiVijay Sethupathi(Dialogues),"""ZEE Star"" Mahalingam","""Wide Angle"" Ravi Chandran",-0.6008,5,1,1.8428022,-9.757323
78,2023-05-05,Theerkadarishi,/wiki/Theerkadarishi,"P. G. Mohan, L. R. Sundarapandi","Ajmal Ameer,Sathyaraj,Poornima Bhagyaraj",Sri Saravanaa Films,"Overall the movie is considered a massive flop in terms of box office collection. A critic fromThe Times of Indiawrote that ""Theerkadarshi, while not an extraordinary film, is a decent watch as it remains true to its genre"".[5]A critic fromThe New Indian Expresswrote that ""Despite having proven performers like Devadardarshini, Ajmal and Sriman in the cast, the directors only manage to reduce them to uni-dimensional caricatures"".[6]A critic fromMaalai Malarnoted that "" New try"" and gave 2.5 ratings out of 5.[7]Dina Thanthicritic stated that ""They also make people aware of the social opinion against homicide. The climax is riveting.""[8]",,B Sathishkumar,G. Balasubramanian,J. Lakshmanan,-0.34,5,2,0.4823067,7.696404
79,2023-05-05,Uruchidhai,,Devaraj,"Srinivas,Nellai Siva,Theepetti Ganesan",VDS Cineemass,,,,,,,5,5,1.58625,-0.802309
80,2023-05-12,Custody[a],/wiki/Custody_(2023_film),Venkat Prabhu,"Naga Chaitanya,Krithi Shetty,Arvind Swamy",Srinivasa Silver Screen,Custodyreceived mixed reviews from critics.[30],"In 1998, A. Shiva, a happy-go-luckypolice constable, and his girlfriend Revathi, adriving instructor, decide to elope and get married. However, Shiva gets involved in a road rage case and arrests Rajasekhar alias ""Raju"", a dreaded gangster involved in committing dirty jobs forCMDakshayani and her party. George, aCBIofficer imprisoned in the case, reveals to Shiva that he has to produce Raju in court situated atBangalorewithin 48 hours as Raju has useful information regarding Dakshayani's involvement in a orchestrated bomb blast at Morampudi. Shiva calls Varghese, George's superior, and confirms the same.",Venkat PrabhuAbburi Ravi(Telugu dialogues),Songs:Yuvan Shankar RajaIlaiyaraajaScore:Yuvan Shankar Raja,S. R. Kathir,0.0,5,3,6.4952326,1.9854568
81,2023-05-12,Farhana,/wiki/Farhana_(film),Nelson Venkatesan,"Aishwarya Rajesh,Selvaraghavan,Jithan Ramesh",Dream Warrior Pictures,"Gopinath Rajendran critic ofThe Hinduwrote that ""Macroscopically, Farhana is an extremely simple and straightforward story. But it’s the treatment and performances from its cherry-picked cast that make the film deserve a place on a higher pedestal.""[17]Logesh Balachandran critic ofThe Times of Indiagave 3 stars out of 5 and stated that ""While Farhana may encounter occasional pacing issues, it ultimately soars, showcasing its strengths"".[18]Kalyani Pandiyan S critic ofHindustan Timeswrote that ""On the one hand, the credibility of the scenes conveys that this is happening to a member of the Islamic family, and on the other hand, Justin's music conveys it perfectly. The climax where Farhana finally meets him gives the film an incomplete feel. Farhana would have tasted great success if she had handled the space a little better"".[19]Anusha Sundar critic ofCinema Expressrated 3 stars out of 5 and wrote that ""Farhanalacks due to tepid stretches"".[20]","The story revolves around Farhana, a middle class woman who is living with her father and her husband Kareem. Farhana is always in need of money as the shoe shop, which her father and Kareem are running, is short of money.",Nelson Venkatesan,Justin Prabhakaran,Gokul Benoy,0.9682,5,5,2.0475771,-0.16188169
82,2023-05-12,Good Night,/wiki/Good_Night_(2023_film),Vinayak Chandrasekaran,"K. Manikandan, Meetha Raghunath,Ramesh Thilak",Million Dollar Studios,Good Nightreceived positive reviews from critics.,"Mohan is from an average middle-class family. He lost his father to alcohol and has an elder and a younger sister. Against their family's wishes, his older sister married his friend, who works at a water filter company. Despite supporting their marriage, Mohan faces challenges in his own life. He works in anITcompany and constantly clashes with his boss due to his limited English fluency and an earlier situation where Mohan placed a complaint on the boss for sending emails to female colleagues. Additionally, his snoring problem causes him to be looked down upon by his colleagues, earning him the nickname ""Motor.""",Vinayak Chandrasekaran,Sean Roldan,Jayanth Sethu Mathavan,0.6486,5,5,-8.875743,0.3682756
83,2023-05-12,Raavana Kottam,/wiki/Raavana_Kottam,Vikram Sugumaran,"Shanthanu Bhagyaraj,Anandhi,Prabhu",Kannan Ravi Group,"Logesh Balachandran ofThe Times of Indiagave 2.5 stars out of 5 and stated that the film ""mounts itself on a narrative that's not impactful enough.""[7]AnABP Newscritic wrote that the first half ""is moving with love scenes that have soured after watching Tamil cinema"".[8]Navein Darshan critic ofCinema Expressgave 2 stars out of 5 and noted that ""He takes a moment to process this and breaks into a loud roar out of disappointment""[9]Gopinath Rajendran critic ofThe Hinduwrote ""Raavana Kottam is a middling attempt that despite sporting a brilliant cast, comes short of what it could’ve potentially been because of a shallow plot and dismal writing. Shanthnu deserved more and so did we.""[10]",,Vikram Sugumaran,Justin Prabhakaran,Vetrivel Mahendran,-0.7246,5,1,4.6793504,-4.7165675
84,2023-05-12,Siruvan Samuel,/wiki/Siruvan_Samuel,Sadhu Burlington,"Ajidhan Thavasimuthu, Vishnu KG, Aparna",Countryside Films,"M Suganth critic ofThe Times of Indiagave 3 stars out of 5 and wrote that ""The film's earnestness to provide a unique experience turns out to be its trump card that counterbalances its flaws.""[5].KalkionlineCritic wrote that """"This boy Samuel will be a perfect choice for those who enjoy good works too. Boy Samuel - The First Step in Alternative Cinema.[6]Jayabhuvaneshwari B critic ofCinema Expressrated 2.5 out of 5 and wrote that ""Siruvan Samuelends with Ajidhan (who has won our hearts with his performance by now), drenching in the rain, as he repents for a small yet significant mistake he makes in the course of fulfilling his dream."".[7]Bhuvanesh Chandar critic ofThe Hinduwrote that ""Amateurish filmmaking sabotages a hearty tale"".[8]",,,Mano/Stanley John,Sivananth Gandhi,0.9169,5,5,-9.100661,-6.815083
85,2023-05-19,Karungaapiyam,/wiki/Karungaapiyam,D. Karthikeyan,"Kajal Aggarwal,Regina Cassandra,Janani Iyer",Pave Entertainments,"Chandhini R ofCinema Expressgave the film a rating of 1.5/5, stating, ""All the episodes have some horror elements of sorts but they are hardly inventive.""[11]Siby Jeyya of theIndia Heraldgave the film a mixed review, stating, ""We really wished the entire movie was shot with Kajal Aggarwal itself.""[12]Thanthi TVcritic gave mixed reviews.[13]","Umayaal who is tired of staying locked down at home during the covid pandemic, takes up her friend Priya's idea of visiting her brother's newly acquired library, as she enjoys reading. There she comes across an ancient book named 'Karungaapiyam'. The book contains a bunch of short stories filled with supernatural elements. Though the book looks old and seems to have been written decades ago, most of its stories take place in the present and involve elements like the lockdown, technological developments etc., making Umayaal wonder about the author's ability to see the future. When she couldn't find the author's name, she calls Priya to check the author from the library's catalogue and continues to read the book. As she reads, she starts experiencing strange happenings around her and sees ghosts from those stories. But she continues to read on. The fourth story is about Karthika who lived during the British rule in India, in a secluded village in Tamil Nadu where she was respected and revered for her kind and generous heart. The villagers also believed she had the blessings of God and that whatever she writes down came true. Suddenly, mysterious murders start occurring in the village and children go missing. Karthika's husband who was serving in the military suddenly dies leaving her behind with their daughter, Umayaal (the same name as the heroine) and his brother. Thereafter, word spreads that she is a witch responsible for all the murders and missing cases in their village. The entire community begins to treat her poorly, and she is forced to relocate to the village's outskirts. But the actual bad guy behind all those murders is Karthika's husband's greedy brother who plans to pin all the blame on Karthika to eliminate her, wanting all their wealth for himself. The villagers, except for a few, fall for this and stone the innocent Karthika to death. She comes back as a ghost and kills the villain and his men when they plan to eliminate kathika's daughter Umayaal just as they did Karthika. The story ends here. Umayaal finishes reading the story and runs out of the library when the paranormal stuff starts again. She gets home and shares all she experienced that day with Priya who tells her that the name of the author of 'karungaapiyam' is Umayaal karthika which also happens to be the full name of our heroine, umayaal. This shocks them and they feel there is a connection between the author and our heroine. Priya says that Karthika must've foreseen her own ending too and thus has written this book. She adds that Umayaal is the reincarnation of Karthika and might possess superpowers just like Karthika. To test her theory, she asks Umayaal to write something. Umayaal initially writes some silly stuff, then writes that the murderer is Santa Claus with an axe and a bell chases her. When nothing happens, they laugh and the friend leaves to go home. Turning around, in the hallway, Umayaal sees a Santa Claus with an axe and a bell in his hands.",Deekay,Prasad SN,Vignesh Vasu,-0.3291,5,2,3.318232,4.371476
86,2023-05-19,Maruthi Nagar Police Station,/wiki/Maruthi_Nagar_Police_Station,Dayal Padmanabhan,"Varalaxmi Sarathkumar,Arav,Santhosh Prathap",D Pictures,"Praveen Sudevan critic ofThe Hinduwrote that ""The performances, too, fail to elevate the underwritten characters. It’s just difficult to care for any of them in this whodunnit. Or, I-don’t-care-whodunnit.""[3]Haricharan Pudipeddi, a critic for theHindustan Times, stated that ""Varalaxmi gets a meatier part and she does a pretty neat job."".[4]Janani K ofIndia Todaygave 2 stars out of 5 and stated that ""Maruthi Nagar Police Station suffers from predictability. Even the so-called twists and turns in the climax do not add up to the story because you are already exhausted by then.""[5]P Sangeetha ofOTT Playgave 2.5 stars out of 5 and wrote that ""Dayal Padmanabhan's film might have its twists and turns, but fails short of becoming an impactful film due to the many loose ends and predictability.""[6]",,Dayal Padmanabhan,Manikanth Kadri,Shekhar Chandra,-0.8537,5,1,-6.5067515,2.0145848
87,2023-05-19,Pichaikkaran 2,/wiki/Pichaikkaran_2,Vijay Antony,"Vijay Antony,Kavya Thapar,Radha Ravi",Vijay Antony Film Corporation,"Logesh Balachandran ofThe Times of Indiagave it 2.5 out of 5 stars and wrote, ""Pichaikkaran 2doesn't really beg for our attention and nearly manages to hold us for an average watch.""[43]Thinkal Menon ofOTTplaygave it 3 out of 5 stars and wrote, ""The film doesn't offer any innovative story or performances, but its packaging works to a decent extent which makes it a one-time watchable fare.""[44]","Sathya is a beggar, who is searching for his long-lost sister Raani as she was sold byhuman traffickersunder the guise of people running an orphanage. One day, Sathya is kidnapped by mercenaries, and the doctorstransplant his braininto the body of Sathya's doppelganger Vijay Gurumoorthy, a renowned business tycoon. Sathya's dead brain is transplanted into Vijay's body. Later, Sathya regains consciousness and is shocked to see his new persona. After this, Vijay's business partners Aravind, Illango and Dr. Shiva, who are the main masterminds behind the transplant, meet Sathya and force him to act as Vijay.",Vijay AntonyK PalaniPaul Antony,Vijay Antony,Om Narayan,-0.1786,5,3,0.8913542,-3.7864635
88,2023-05-19,Yaadhum Oore Yaavarum Kelir,/wiki/Yaadhum_Oore_Yaavarum_Kelir,Venkata Krishna Roghanth,"Vijay Sethupathi,Megha Akash,Magizh Thirumeni",Chandaara Arts,"Logesh Balachandran ofThe Times of Indiagave the film a rating of 2.5/5 and wrote, ""Yaadhum Oore Yaavarum Kelirharbours a relevant and significant message, but falls short in execution.""[25]K. Ram Kumar fromDinamanirated the film 2.5/5 and wrote, ""The director's intention to narrate a problem faced by refugees is a good intention; he must have made it a better film if he focused on the screenplay.""[26]","The story revolves around Kirubanadhi, also known as Punithan (Vijay Sethupathi), who arrives at Father Xavier’s church inKodaikanal,Tamil Nadualong with Jesse (Thabiya Mathura), a musician from theUnited Kingdom. Initially, Father Xavier and everyone in his church welcome Punithan, mistaking him to be a part of Jesse’s band. However, they later discover that Punithan is not from the UK. To make matters worse, Jesse claims that she does not know Punithan and that he is not a part of her band. Punithan then reveals his story. He was born aSri Lankan Tamiland was raised by a church priest after his parents were killed in theethnic cleansing that occurred in Sri Lanka. The priest recognized Punithan’s exceptional musical talent and attempted to send him to the UK for higher studies in music. However, just as he was about to leave the island, the Sri Lankan army shot the people escorting him and threw him into a juvenile prison. Punithan spent several years in prison, hoping that the priest would come to bail him out one day. Unfortunately, he later learned that the priest had died in a bombing raid. After being released from prison years later, a series of unfortunate events forced him to flee the country.",Venkata Krishna Roghanth,Nivas K. Prasanna,Vetrivel Mahendran,0.8381,5,5,-5.850522,-9.510817
